#Data: SHAPE_SFM_49k_v20180804.dat
#Number of Polygons: 49152
#Rotational Period: 3.4 [h] , Density: 1200 [kg/m^3] 
#Unit: Polygon center coordinate in km, and SI units for other values.49152
#PlateID  center_x   center_y   center_z   lon    lat    CRefAccx   CRefAccy   CRefAccz   attract_x  attract_y  attract_z  Gpotential Rpotential Tpotential GeopotentialSlope  normal_x    normal_y    normal_z   area   
       36262     0.4254   -0.05282     0.1386  352.9  17.92  0.0001121 -1.392e-05         -0 -2.044e-05 -3.879e-06 -6.386e-05    0.06763    0.02421   -0.09184  40.36        99.3       -8.138        63.31 5.902e-05 
       36263     0.4294   -0.04987     0.1321  353.4  16.99  0.0001131 -1.314e-05         -0 -2.044e-05 -3.719e-06 -6.147e-05    0.06754    0.02462   -0.09216  45.06         110       -8.049        56.22 6.191e-05 
       36264      0.431   -0.05353     0.1282  352.9  16.45  0.0001136  -1.41e-05         -0 -2.051e-05 -3.494e-06  -6.01e-05    0.06752    0.02485   -0.09237  45.52       112.7       -10.22        55.62 6.304e-05 
       36265     0.4349   -0.05355     0.1214    353  15.48  0.0001146 -1.411e-05         -0 -2.006e-05 -3.243e-06 -5.801e-05     0.0674     0.0253    -0.0927  38.28       104.6       -10.84        69.09 6.291e-05 
       36266     0.4374   -0.04981     0.1184  353.5  15.06  0.0001153 -1.313e-05         -0 -1.959e-05 -3.057e-06 -5.715e-05    0.06727    0.02554    -0.0928     37       103.2       -16.44        73.51 6.388e-05 
       36267     0.4423   -0.04966     0.1123  353.6  14.16  0.0001165 -1.309e-05         -0 -1.869e-05 -2.797e-06 -5.507e-05    0.06696    0.02609   -0.09306  32.27        93.8       -16.33         80.4 6.231e-05 
       36268     0.4443   -0.05328     0.1089  353.2  13.68  0.0001171 -1.404e-05         -0 -1.847e-05 -2.541e-06  -5.37e-05    0.06683    0.02638   -0.09321  35.19       96.64        -22.1        75.72 6.237e-05 
       36269     0.4494   -0.04986     0.1032  353.7  12.86  0.0001184 -1.314e-05         -0  -1.75e-05 -2.371e-06 -5.155e-05    0.06647    0.02694   -0.09341  36.81       98.64       -22.02        73.09 6.236e-05 
       36270     0.4512   -0.05348    0.09958  353.2  12.36  0.0001189 -1.409e-05         -0 -1.736e-05 -2.083e-06 -5.012e-05    0.06638     0.0272   -0.09357  38.16       101.4       -25.49        71.35 6.329e-05 
       36271     0.4559   -0.05024     0.0936  353.7  11.53  0.0001201 -1.324e-05         -0 -1.649e-05 -2.083e-06 -4.785e-05    0.06606    0.02772   -0.09378  41.37       106.1       -25.34        65.71 6.367e-05 
       36272     0.4574   -0.05409    0.08978  353.3  11.03  0.0001205 -1.425e-05         -0 -1.628e-05 -1.881e-06 -4.656e-05    0.06599    0.02795   -0.09394  40.24       105.1       -23.69        66.78 6.338e-05 
       36273     0.4622   -0.05142    0.08389  353.7  10.23  0.0001218 -1.355e-05         -0 -1.515e-05 -2.161e-06 -4.451e-05    0.06564     0.0285   -0.09413  35.61       96.63        -23.7        75.77 6.253e-05 
       36274     0.4642   -0.05575    0.08054  353.2  9.774  0.0001223 -1.469e-05         -0 -1.452e-05 -2.175e-06 -4.342e-05    0.06545     0.0288   -0.09426  30.19       93.26       -12.17        85.24 6.346e-05 
       36275     0.4692   -0.05316    0.07472  353.5  8.992  0.0001236 -1.401e-05         -0 -1.352e-05 -2.652e-06 -4.088e-05    0.06505    0.02938   -0.09443  37.59       105.7       -12.16        74.36 6.49e-05 
       36276     0.4723   -0.05724     0.0721  353.1  8.617  0.0001245 -1.508e-05         -0 -1.216e-05 -3.047e-06 -3.981e-05    0.06468    0.02982   -0.09451  22.22       81.48        36.65        109.4 7.062e-05 
       36277      0.477   -0.05752    0.06596  353.1  7.817  0.0001257 -1.516e-05         -0 -1.163e-05 -3.135e-06  -3.63e-05    0.06427    0.03041   -0.09468  52.49       126.7        37.38        45.89 6.991e-05 
       36278     0.4782   -0.05359    0.06211  353.6  7.355   0.000126 -1.412e-05         -0 -1.172e-05 -3.082e-06 -3.514e-05    0.06428    0.03051    -0.0948  38.45       111.5        4.266        72.77 6.659e-05 
       36279     0.4825    -0.0572    0.05554  353.2  6.521  0.0001272 -1.507e-05         -0 -1.058e-05 -2.792e-06 -3.221e-05    0.06387    0.03111   -0.09498  40.06       115.8        4.372        71.78 6.815e-05 
       36280     0.4847   -0.05334    0.05218  353.7  6.109  0.0001277 -1.405e-05         -0 -1.013e-05 -2.995e-06 -3.087e-05    0.06373    0.03133   -0.09505  38.08       114.6       -1.524        77.73 6.922e-05 
       36281     0.4891   -0.05704    0.04547  353.3  5.276  0.0001289 -1.503e-05         -0  -8.81e-06 -2.705e-06 -2.768e-05    0.06327    0.03195   -0.09522  39.44       117.9       -1.558        77.48 7.055e-05 
       36282     0.4914   -0.05301    0.04212  353.8  4.872  0.0001295 -1.397e-05         -0 -8.292e-06 -3.014e-06 -2.614e-05    0.06309    0.03218   -0.09528  39.56       118.8       -1.806        78.35 7.118e-05 
       36283     0.4954   -0.05679    0.03506  353.5  4.022  0.0001305 -1.496e-05         -0 -7.195e-06 -2.726e-06  -2.24e-05    0.06267    0.03276   -0.09543  46.18         129       -1.696        64.27 7.206e-05 
       36284     0.4971   -0.05286    0.03142  353.9  3.596   0.000131 -1.393e-05         -0 -6.963e-06 -3.042e-06 -2.059e-05    0.06256    0.03292   -0.09548  47.31       131.4        4.229        59.12 7.207e-05 
       36285     0.5002   -0.05298    0.02387    354  2.717  0.0001318 -1.396e-05         -0 -6.222e-06  -2.98e-06 -1.667e-05    0.06227    0.03334    -0.0956  48.91       137.2        4.446        52.56 7.35e-05 
       36286      0.502   -0.05711    0.02001  353.5  2.268  0.0001323 -1.505e-05         -0 -5.495e-06 -2.777e-06 -1.454e-05    0.06204    0.03363   -0.09567  46.41       138.8        10.06        58.73 7.553e-05 
       36287     0.5043   -0.05664    0.01208  353.6  1.364  0.0001329 -1.493e-05         -0 -5.013e-06 -2.714e-06  -9.97e-06    0.06182    0.03393   -0.09575  53.07       147.5        10.75        26.94 7.518e-05 
       36288     0.5049   -0.05199    0.00809  354.1 0.9132   0.000133  -1.37e-05         -0 -5.151e-06 -2.722e-06 -7.982e-06    0.06183    0.03394   -0.09577  46.55       144.9         5.03        31.02 7.414e-05 
       36289     0.5065   -0.05518   -0.00015  353.8 -0.01687  0.0001335 -1.454e-05         -0 -4.415e-06 -2.459e-06 -3.245e-06    0.06161    0.03421   -0.09582  34.16       149.9         5.38        24.83 7.604e-05 
       36290     0.5067   -0.05099  -0.004263  354.3 -0.4796  0.0001335 -1.344e-05         -0 -4.524e-06 -2.525e-06  -8.89e-07    0.06164    0.03417   -0.09582  22.58       151.9        18.33        13.52 7.678e-05 
       36291     0.5063   -0.05415   -0.01251  353.9 -1.407  0.0001334 -1.427e-05         -0 -4.443e-06 -2.185e-06  4.631e-06    0.06165    0.03416   -0.09581  31.14       144.4         17.9       -43.21 7.591e-05 
       36292     0.5053   -0.04955   -0.01663  354.4 -1.876  0.0001331 -1.306e-05         -0 -5.064e-06 -1.658e-06  6.713e-06    0.06183    0.03396   -0.09579  47.31       146.1        -10.2       -20.31 7.394e-05 
       36293     0.5027   -0.05198   -0.02444  354.1 -2.769  0.0001325  -1.37e-05         -0 -5.627e-06 -1.249e-06  1.181e-05    0.06208    0.03365   -0.09573  39.84       132.3       -10.67       -64.01 7.37e-05 
       36294     0.5014   -0.04718   -0.02849  354.6 -3.237  0.0001321 -1.243e-05         -0 -6.155e-06 -7.723e-07  1.387e-05    0.06227    0.03342   -0.09569  43.86       135.1       -19.35       -58.38 7.423e-05 
       36295     0.4978   -0.04976   -0.03588  354.3 -4.102  0.0001312 -1.311e-05         -0  -7.09e-06 -4.165e-07  1.808e-05    0.06262    0.03298    -0.0956  45.46       129.6       -18.66       -57.35 7.149e-05 
       36296     0.4965   -0.04544   -0.03991  354.8 -4.576  0.0001308 -1.197e-05         -0 -7.425e-06 -1.021e-07  2.007e-05    0.06277    0.03275   -0.09553   44.8       130.3       -14.93       -61.43 7.24e-05 
       36297     0.4928   -0.04888   -0.04699  354.3 -5.421  0.0001298 -1.288e-05         -0 -8.198e-06  1.556e-07  2.392e-05     0.0631    0.03231    -0.0954  45.83       126.5       -14.55       -60.36 7.046e-05 
       36298     0.4913   -0.04505   -0.05088  354.8 -5.889  0.0001295 -1.187e-05         -0 -8.506e-06  3.341e-07  2.581e-05    0.06325    0.03207   -0.09532  45.45       124.2       -12.13       -61.77 6.962e-05 
       36299     0.4873   -0.04883   -0.05755  354.3 -6.702  0.0001284 -1.287e-05         -0 -9.213e-06  5.308e-07  2.937e-05    0.06358     0.0316   -0.09517  41.78       114.9       -12.04       -68.86 6.724e-05 
       36300     0.4854   -0.04493   -0.06118  354.7 -7.153  0.0001279 -1.184e-05         -0 -9.621e-06  5.831e-07  3.112e-05    0.06377    0.03131   -0.09508   41.3         115       -10.55       -70.79 6.775e-05 
       36301     0.4819   -0.04777   -0.06784  354.3 -7.975   0.000127 -1.259e-05         -0 -1.015e-05  6.548e-07  3.411e-05    0.06401    0.03089    -0.0949   51.9       120.6       -8.989       -47.61 6.497e-05 
       36302     0.4802   -0.04311   -0.07129  354.9 -8.411  0.0001265 -1.136e-05         -0 -1.026e-05  4.643e-07  3.602e-05    0.06418    0.03062    -0.0948  45.17       107.6        12.38       -60.46 6.202e-05 
       36303     0.4748   -0.04568   -0.07649  354.5  -9.11  0.0001251 -1.204e-05         -0 -1.072e-05   7.51e-07  3.963e-05    0.06468    0.02998   -0.09466  13.05       64.94        10.86       -127.3 7.167e-05 
       36304     0.4712   -0.04158   -0.07873    355 -9.449  0.0001242 -1.096e-05         -0 -1.212e-05  1.248e-06  4.071e-05    0.06514    0.02948   -0.09462  19.43        79.5       -13.64       -110.9 6.856e-05 
       36305     0.4657   -0.04441   -0.08402  354.6 -10.18  0.0001227  -1.17e-05         -0 -1.392e-05   1.48e-06   4.26e-05    0.06563    0.02884   -0.09447  38.96         108       -11.54       -70.12 6.463e-05 
       36306     0.4636   -0.04007   -0.08739  355.1 -10.64  0.0001222 -1.056e-05         -0 -1.448e-05  1.776e-06  4.388e-05    0.06583    0.02853   -0.09436  34.79       101.9        -1.17        -76.7 6.376e-05 
       36307     0.4587    -0.0429   -0.09309  354.7 -11.42  0.0001209  -1.13e-05         -0 -1.535e-05  1.999e-06  4.635e-05    0.06621    0.02797   -0.09418  27.58       93.08       -1.807       -90.28 6.484e-05 
       36308     0.4568    -0.0389   -0.09668  355.1 -11.91  0.0001204 -1.025e-05         -0 -1.601e-05  2.836e-06  4.718e-05    0.06636    0.02769   -0.09405  42.97       111.9       -37.25       -63.46 6.698e-05 
       36309     0.4524   -0.04207    -0.1028  354.7 -12.75  0.0001192 -1.109e-05         -0 -1.676e-05  3.121e-06  4.941e-05    0.06662     0.0272   -0.09382  44.87         114       -36.72       -59.14 6.677e-05 
       36310     0.4512   -0.03821    -0.1069  355.2 -13.29  0.0001189 -1.007e-05         -0 -1.691e-05  3.319e-06   5.07e-05    0.06664    0.02701   -0.09365   39.8       106.6        -25.2       -66.99 6.42e-05 
       36311     0.4471   -0.04154    -0.1133  354.7 -14.16  0.0001178 -1.095e-05         -0 -1.748e-05  3.456e-06  5.279e-05    0.06681    0.02657   -0.09338  48.91       118.4       -23.98       -49.87 6.533e-05 
       36312     0.4464   -0.03789    -0.1177  355.1 -14.72  0.0001176 -9.985e-06         -0 -1.729e-05  3.705e-06  5.409e-05    0.06673    0.02644   -0.09317  54.01       121.2       -33.51       -40.67 6.609e-05 
       36313     0.4426   -0.04089    -0.1241  354.7  -15.6  0.0001166 -1.078e-05         -0 -1.727e-05    3.8e-06  5.689e-05    0.06685    0.02603   -0.09287  43.92       103.7       -34.17       -60.34 6.237e-05 
       36314     0.4409   -0.03681    -0.1278  355.2 -16.11  0.0001162   -9.7e-06         -0 -1.724e-05  3.571e-06  5.848e-05    0.06691    0.02579    -0.0927  33.85       92.75        -10.7       -76.93 6.049e-05 
       36315     0.4367   -0.03908    -0.1338  354.9 -16.97  0.0001151  -1.03e-05         -0 -1.772e-05  3.727e-06  6.048e-05    0.06708    0.02533   -0.09241  46.67       107.1        -8.93       -54.35 6.023e-05 
       36316     0.4354   -0.03488    -0.1377  355.4  -17.5  0.0001147 -9.191e-06         -0 -1.768e-05  3.692e-06  6.165e-05    0.06708    0.02513   -0.09222  50.16       108.1       -16.85       -47.67 5.967e-05 
       36317      0.432   -0.03745    -0.1443    355  -18.4  0.0001138 -9.869e-06         -0  -1.73e-05   3.86e-06   6.41e-05    0.06708    0.02477   -0.09186  50.08       107.2       -17.03       -49.47 5.965e-05 
       36318     0.4298   -0.03378    -0.1477  355.5 -18.91  0.0001133   -8.9e-06         -0 -1.718e-05  3.442e-06  6.585e-05     0.0672    0.02449   -0.09169  36.86        91.4         18.1       -77.37 6.056e-05 
       36319     0.4245   -0.03646    -0.1531  355.1 -19.76  0.0001119 -9.607e-06         -0 -1.719e-05   4.09e-06   6.87e-05    0.06749    0.02392   -0.09141     24       72.94        14.86         -101 6.271e-05 
       36320     0.4214   -0.03255     -0.156  355.6 -20.26   0.000111 -8.578e-06         -0 -1.809e-05  4.628e-06  6.961e-05    0.06774    0.02354   -0.09128  34.93       87.81       -19.88       -75.71 5.882e-05 
       36321     0.4165   -0.03524    -0.1616  355.2 -21.14  0.0001097 -9.285e-06         -0 -1.845e-05  5.425e-06  7.168e-05    0.06795    0.02302   -0.09097  39.99       95.41       -19.11       -68.31 5.944e-05 
       36322     0.4143   -0.03164    -0.1653  355.6 -21.69  0.0001092 -8.338e-06         -0 -1.862e-05   5.48e-06  7.283e-05    0.06802    0.02274   -0.09076  36.89       93.14        -12.2       -74.51 5.995e-05 
       36323     0.4088   -0.03424    -0.1705  355.2 -22.56  0.0001077 -9.022e-06         -0 -1.872e-05  6.221e-06  7.528e-05     0.0683    0.02217   -0.09047  25.92       76.08       -14.44       -90.95 5.973e-05 
       36324     0.4062   -0.03049    -0.1739  355.7 -23.12   0.000107 -8.034e-06         -0  -1.91e-05  6.653e-06   7.62e-05    0.06842    0.02186   -0.09028  33.91       81.57       -30.99       -76.46 5.801e-05 
       36325        0.4   -0.03373    -0.1783  355.2 -23.95  0.0001054 -8.887e-06         -0 -1.954e-05  7.383e-06  7.833e-05    0.06881    0.02123   -0.09004  25.82       70.41       -33.36       -90.65 5.977e-05 
       36326     0.3975   -0.03115    -0.1817  355.5 -24.51  0.0001047 -8.208e-06         -0 -1.991e-05   7.81e-06  7.905e-05     0.0689    0.02095   -0.08984  35.08       75.33        -45.2       -73.87 5.739e-05 
       36327     0.3922   -0.03479    -0.1869  354.9 -25.39  0.0001034 -9.167e-06         -0 -2.062e-05  8.221e-06  8.039e-05    0.06909    0.02043   -0.08951  51.84       97.99       -39.85       -44.32 5.735e-05 
       36328     0.3913    -0.0318    -0.1918  355.4 -26.03  0.0001031  -8.38e-06         -0 -2.017e-05  8.377e-06  8.138e-05    0.06885    0.02031   -0.08916   53.9       103.3       -44.78        -43.4 6.032e-05 
       36329     0.3866   -0.03457    -0.1974  354.9 -26.96  0.0001019 -9.109e-06         -0 -1.974e-05  8.816e-06  8.384e-05    0.06892    0.01984   -0.08877  40.62       82.47       -49.45       -67.46 5.873e-05 
       36330     0.3849   -0.03136    -0.2019  355.3  -27.6  0.0001014 -8.265e-06         -0 -1.921e-05  8.729e-06  8.514e-05     0.0688    0.01965   -0.08845  42.69        82.7       -51.64       -64.62 5.848e-05 
       36331     0.3789   -0.03387    -0.2063  354.9 -28.47  9.983e-05 -8.924e-06         -0 -1.927e-05  8.934e-06   8.76e-05    0.06911    0.01906   -0.08817  33.36       63.79       -52.77       -78.83 5.716e-05 
       36332     0.3761   -0.03052    -0.2094  355.4 -29.03   9.91e-05 -8.042e-06         -0 -1.915e-05  8.511e-06  8.912e-05    0.06922    0.01876   -0.08798  14.75       48.38          -22       -100.1 5.665e-05 
       36333     0.3696   -0.03334    -0.2134  354.8  -29.9   9.74e-05 -8.785e-06         -0 -2.013e-05  8.663e-06  9.074e-05    0.06959    0.01815   -0.08773  32.54       76.39       -18.31       -76.26 5.474e-05 
       36334     0.3671    -0.0305    -0.2169  355.3 -30.48  9.674e-05 -8.038e-06         -0 -2.016e-05  8.835e-06  9.173e-05    0.06961    0.01788   -0.08749  36.71       78.45       -25.03       -68.82 5.366e-05 
       36335     0.3614   -0.03356    -0.2217  354.7 -31.41  9.524e-05 -8.843e-06         -0  -2.01e-05  9.169e-06  9.372e-05    0.06977    0.01736   -0.08713  31.82       71.46       -26.27       -76.03 5.38e-05 
       36336      0.359   -0.03049    -0.2253  355.1 -32.02  9.459e-05 -8.034e-06         -0 -1.995e-05  9.238e-06  9.482e-05    0.06977     0.0171   -0.08687  34.87       73.75       -31.35       -72.37 5.399e-05 
       36337     0.3527    -0.0327    -0.2296  354.7 -32.95  9.295e-05 -8.617e-06         -0 -1.984e-05  9.465e-06  9.694e-05    0.07004    0.01653   -0.08657  25.26       56.39       -32.57        -83.4 5.291e-05 
       36338     0.3499   -0.02922    -0.2327  355.2 -33.54  9.219e-05   -7.7e-06         -0 -1.976e-05   9.38e-06  9.814e-05    0.07011    0.01624   -0.08636  23.06       54.19       -28.14       -85.25 5.243e-05 
       36339     0.3432    -0.0307    -0.2363  354.9 -34.44  9.043e-05 -8.089e-06         -0 -2.013e-05  9.512e-06  9.998e-05    0.07048    0.01564   -0.08612  21.34       49.97        -27.8       -85.24 5.132e-05 
       36340     0.3402   -0.02706    -0.2393  355.5 -35.04  8.964e-05  -7.13e-06         -0 -2.017e-05  9.538e-06   0.000101    0.07058    0.01534   -0.08592  21.66       48.71       -27.39       -82.65 4.988e-05 
       36341     0.3337   -0.02789    -0.2428  355.2 -35.94  8.793e-05 -7.349e-06         -0  -2.06e-05  9.603e-06  0.0001026    0.07092    0.01477    -0.0857  20.83       44.78       -26.07       -79.08 4.727e-05 
       36342     0.3307   -0.02391    -0.2456  355.9 -36.52  8.716e-05   -6.3e-06         -0 -2.063e-05  9.577e-06  0.0001036    0.07102    0.01449   -0.08551  18.32       42.67       -20.91       -80.06 4.655e-05 
       36343      0.324   -0.02466    -0.2487  355.6 -37.42  8.539e-05 -6.497e-06         -0 -2.128e-05  9.523e-06   0.000105    0.07141    0.01391   -0.08532  15.37       39.88       -22.42       -86.79 4.906e-05 
       36344     0.3208   -0.02117    -0.2513  356.2 -38.01  8.453e-05 -5.579e-06         -0 -2.156e-05  9.568e-06  0.0001058    0.07153    0.01362   -0.08515   19.3       41.15       -28.05       -81.12 4.759e-05 
       36345      0.314   -0.02301    -0.2545  355.8 -38.96  8.273e-05 -6.064e-06         -0 -2.278e-05  9.369e-06  0.0001068    0.07189    0.01306   -0.08494  22.92       49.38       -27.97        -78.8 4.856e-05 
       36346     0.3109   -0.02035    -0.2575  356.3 -39.57  8.193e-05 -5.363e-06         -0 -2.315e-05  9.264e-06  0.0001074    0.07193    0.01279   -0.08473  24.56       48.91        -29.4       -74.69 4.7e-05 
       36347     0.3051   -0.02286     -0.262  355.7 -40.57  8.039e-05 -6.023e-06         -0 -2.449e-05  8.884e-06   0.000108    0.07203    0.01233   -0.08436  41.95       74.45       -25.28       -54.03 4.77e-05 
       36348     0.3032   -0.02025    -0.2662  356.2 -41.22  7.989e-05 -5.336e-06         -0 -2.433e-05  8.541e-06  0.0001089    0.07181    0.01216   -0.08397   45.7       77.77       -32.05       -50.55 4.907e-05 
       36349     0.2974   -0.02273    -0.2707  355.6 -42.23  7.836e-05  -5.99e-06         -0 -2.456e-05  7.951e-06  0.0001104    0.07189    0.01172    -0.0836  27.12       48.28       -36.36        -73.9 4.773e-05 
       36350     0.2941   -0.02004    -0.2731  356.1 -42.81   7.75e-05  -5.28e-06         -0 -2.458e-05  7.087e-06  0.0001114    0.07199    0.01145   -0.08344  8.288       33.02       -8.352       -87.79 4.708e-05 
       36351     0.2882    -0.0226    -0.2775  355.5 -43.83  7.595e-05 -5.954e-06         -0 -2.611e-05  6.449e-06  0.0001115    0.07208    0.01101   -0.08309   41.8       78.24        -4.27       -54.73 4.779e-05 
       36352      0.286      -0.02    -0.2812    356 -44.44  7.537e-05  -5.27e-06         -0 -2.609e-05    6.1e-06  0.0001122    0.07192    0.01083   -0.08275  44.91        80.9       -11.14       -50.51 4.801e-05 
       36353     0.3123   -0.02596      0.305  355.2  44.22   8.23e-05  -6.84e-06         -0 -2.762e-05 -5.102e-06 -9.915e-05    0.06779    0.01294   -0.08073  58.39       82.84         52.5        30.12 5.13e-05 
       36354     0.3143   -0.02867     0.3019  354.8  43.73  8.281e-05 -7.554e-06         -0 -2.821e-05 -4.513e-06 -9.781e-05    0.06788    0.01312     -0.081  64.76        94.6        21.88        15.37 4.916e-05 
       36355     0.3153   -0.02663     0.2934  355.2  42.84  8.307e-05 -7.018e-06         -0 -3.011e-05 -4.086e-06 -9.638e-05     0.0686    0.01319   -0.08179  62.65       91.25        21.46        16.43 4.758e-05 
       36356     0.3163    -0.0295     0.2899  354.7  42.39  8.335e-05 -7.774e-06         -0 -3.063e-05 -3.723e-06 -9.552e-05     0.0688     0.0133    -0.0821   64.8        94.3        12.82        12.19 4.797e-05 
       36357     0.3179   -0.02774     0.2819    355  41.46  8.376e-05  -7.31e-06         -0 -3.175e-05 -3.457e-06  -9.47e-05    0.06939    0.01341    -0.0828  53.05        85.3        14.89        28.73 4.562e-05 
       36358     0.3189   -0.03094     0.2789  354.5  41.03  8.403e-05 -8.153e-06         -0 -3.206e-05 -3.051e-06 -9.405e-05    0.06954    0.01352   -0.08307   59.1       88.15       -5.195        19.16 4.518e-05 
       36359      0.321   -0.03212     0.2717  354.3  40.11  8.458e-05 -8.463e-06         -0 -3.267e-05 -2.965e-06 -9.323e-05    0.06996    0.01371   -0.08367  50.07       88.39       -2.621        33.43 4.727e-05 
       36360     0.3225   -0.02999     0.2677  354.7  39.57  8.499e-05 -7.904e-06         -0   -3.3e-05 -3.024e-06 -9.262e-05    0.07017    0.01382   -0.08399  50.16       88.75       -1.945        32.85 4.733e-05 
       36361     0.3253   -0.03331     0.2612  354.2  38.61  8.573e-05 -8.778e-06         -0 -3.325e-05 -3.068e-06 -9.167e-05    0.07042    0.01409   -0.08451  43.39       83.06       0.1456        41.77 4.648e-05 
       36362     0.3272   -0.03069     0.2572  354.6  38.05  8.621e-05 -8.086e-06         -0 -3.353e-05 -3.218e-06 -9.085e-05    0.07057    0.01423    -0.0848  44.88       84.64        3.761        39.16 4.667e-05 
       36363     0.3296    -0.0335     0.2506  354.2   37.1  8.686e-05 -8.828e-06         -0 -3.396e-05 -3.248e-06  -8.94e-05    0.07086    0.01446   -0.08532  54.48        89.7       0.4008         23.6 4.638e-05 
       36364     0.3308   -0.03082     0.2464  354.7  36.57  8.716e-05 -8.122e-06         -0 -3.431e-05 -3.336e-06 -8.866e-05    0.07111    0.01454   -0.08565  53.51       90.05       -0.858        24.79 4.67e-05 
       36365     0.3328   -0.03366     0.2397  354.2  35.63   8.77e-05  -8.87e-06         -0  -3.45e-05 -3.547e-06 -8.772e-05    0.07143    0.01474   -0.08617  49.36       86.55       0.3865        30.13 4.582e-05 
       36366      0.334   -0.03099     0.2356  354.7  35.08  8.801e-05 -8.165e-06         -0 -3.473e-05 -3.644e-06 -8.699e-05    0.07166    0.01483   -0.08649  52.65       91.01         7.18         25.3 4.737e-05 
       36367     0.3363   -0.03409      0.229  354.2  34.12  8.862e-05 -8.984e-06         -0 -3.468e-05 -3.892e-06 -8.613e-05    0.07193    0.01506   -0.08699  49.21       90.85        8.512        30.95 4.818e-05 
       36368     0.3376   -0.03156     0.2248  354.7  33.54  8.896e-05 -8.315e-06         -0 -3.474e-05   -3.8e-06 -8.558e-05    0.07215    0.01515   -0.08729  47.86       92.24        6.591        33.56 4.919e-05 
       36369     0.3403   -0.03496     0.2183  354.1  32.54  8.968e-05 -9.212e-06         -0 -3.442e-05  -4.06e-06 -8.482e-05    0.07235    0.01542   -0.08777  46.16       92.75         7.35        36.91 5.005e-05 
       36370     0.3418   -0.03242     0.2141  354.6  31.94  9.008e-05 -8.543e-06         -0 -3.428e-05 -3.998e-06 -8.436e-05    0.07253    0.01553   -0.08806  45.54       94.43        6.428        38.72 5.113e-05 
       36371     0.3454   -0.03575      0.208  354.1  30.92  9.102e-05  -9.42e-06         -0 -3.345e-05  -4.38e-06 -8.404e-05    0.07258    0.01589   -0.08847   34.3       82.82        10.59        55.95 5.025e-05 
       36372     0.3475   -0.03298     0.2041  354.6  30.31  9.157e-05  -8.69e-06         -0 -3.313e-05 -4.363e-06 -8.359e-05    0.07266    0.01605   -0.08871  36.83       86.38        15.02        53.54 5.137e-05 
       36373     0.3519   -0.03646     0.1985  354.1   29.3  9.272e-05 -9.607e-06         -0 -3.211e-05 -4.635e-06  -8.31e-05    0.07256    0.01649   -0.08905  33.29       83.04        16.69        60.25 5.197e-05 
       36374     0.3545    -0.0339     0.1951  354.5  28.72  9.343e-05 -8.933e-06         -0 -3.146e-05 -4.334e-06 -8.292e-05    0.07252    0.01671   -0.08923  24.13       73.56        0.644        74.11 5.221e-05 
       36375     0.3606   -0.03751     0.1912  354.1   27.8  9.501e-05 -9.883e-06         -0 -2.981e-05 -4.685e-06 -8.274e-05    0.07208    0.01731   -0.08939  4.713       45.53        7.389          100 5.508e-05 
       36376     0.3639   -0.03476     0.1884  354.5  27.27  9.589e-05 -9.159e-06         -0 -2.956e-05 -5.052e-06 -8.198e-05     0.0719     0.0176   -0.08951  25.89       66.68        37.35        78.85 5.491e-05 
       36377     0.3695    -0.0384      0.184  354.1  26.35  9.735e-05 -1.012e-05         -0 -2.883e-05 -5.101e-06 -8.071e-05    0.07155    0.01818   -0.08973   38.6       89.53        32.83        59.31 5.615e-05 
       36378     0.3719   -0.03572     0.1802  354.5  25.75  9.799e-05 -9.413e-06         -0 -2.833e-05 -4.953e-06 -8.021e-05    0.07156    0.01839   -0.08995  24.34       74.43         10.1        77.65 5.401e-05 
       36379     0.3775   -0.03948     0.1757    354  24.84  9.947e-05  -1.04e-05         -0 -2.695e-05 -4.978e-06 -7.937e-05    0.07119    0.01898   -0.09017  20.96       69.31         11.5        83.73 5.465e-05 
       36380     0.3808    -0.0367     0.1729  354.5  24.32  0.0001003 -9.671e-06         -0 -2.619e-05  -4.97e-06 -7.883e-05      0.071    0.01928   -0.09029  17.24       64.54        4.094        90.17 5.548e-05 
       36381     0.3869    -0.0405      0.169    354  23.48   0.000102 -1.067e-05         -0  -2.47e-05 -4.976e-06 -7.781e-05    0.07052    0.01994   -0.09046  14.86       59.94        5.057        94.23 5.59e-05 
       36382     0.3907   -0.03766     0.1667  354.5  23.02   0.000103 -9.925e-06         -0 -2.384e-05 -4.954e-06 -7.718e-05    0.07023     0.0203   -0.09053  12.04       53.49       -3.469        100.6 5.699e-05 
       36383      0.397   -0.04141     0.1631    354  22.23  0.0001046 -1.091e-05         -0 -2.261e-05 -4.904e-06 -7.576e-05    0.06969    0.02099   -0.09068  14.83       56.28       -4.093        96.17 5.575e-05 
       36384      0.401   -0.03837     0.1614  354.5  21.83  0.0001057 -1.011e-05         -0 -2.171e-05 -4.834e-06 -7.494e-05    0.06932    0.02139    -0.0907  14.32       45.87       -18.31          107 5.893e-05 
       36385     0.4072   -0.04186     0.1576  354.1  21.05  0.0001073 -1.103e-05         -0 -2.096e-05  -4.71e-06 -7.298e-05    0.06879    0.02208   -0.09087  20.44       59.64       -21.02        98.84 5.867e-05 
       36386     0.4111   -0.03858     0.1555  354.6  20.63  0.0001083 -1.017e-05         -0 -2.052e-05 -4.988e-06  -7.17e-05    0.06846    0.02246   -0.09093  22.63       70.29        -8.76        92.94 5.843e-05 
